,P1 x1,P1 x2,P1 y,P2 x1,P2 x2,P2 y,P3 x1,P3 x2,P3 y,P4 x1,P4 x2,P4 y
1,0.5466023734867341,0.6908718513823362,1.0,0.27771787480171245,0.46327220017313375,1.0,0.8651119941284997,0.6262131046609795,0.0,0.017405316092393708,0.23347268201012583,1.0
2,0.5477164912891187,0.2215144544138145,1.0,0.3296377965466436,0.21845168452343142,1.0,0.539952913831569,0.7115757780362617,0.0,0.5351039178940832,0.556853591250181,1.0
3,0.2867223524743288,0.04935357612072807,0.0,0.316108694254494,0.2834173630577419,1.0,0.025093369124163892,0.04424524656974559,1.0,0.22489422649906182,0.35079848650296636,1.0
4,0.634452283964456,0.4162819057158709,0.0,0.3884437132299409,0.38753954754350844,1.0,0.213839994746363,0.5291183626614919,1.0,0.38971340419004663,0.22102932703436726,1.0
5,0.027747189927693035,0.9935466317825812,0.0,0.5311823173850507,0.48400986442244565,1.0,0.7785549117557271,0.3391776465193722,0.0,0.2665559489703392,0.35350502673806655,1.0
6,0.4180781745602648,0.388821421190347,0.0,0.4003912985821042,0.14180617362897557,1.0,0.4652210482205384,0.12697105341153583,1.0,0.18549267114687212,0.1937212729975993,1.0
7,0.14568502582609447,0.30076003404294793,1.0,0.9956105411454634,0.16282046580953524,0.0,0.23724214857170334,0.5042130527766179,1.0,0.04270959601151036,0.3070726765367955,1.0
8,0.19924003577646793,0.6280168515810003,1.0,0.4475652910702998,0.4062144399751951,1.0,0.7834347654542508,0.9844581148135747,0.0,0.7419901871462304,0.14411725448716833,0.0
9,0.754221319944076,0.611863103513195,0.0,0.21714623670424144,0.8871517558923536,0.0,0.5917602180454697,0.6086727466278142,1.0,0.8177429905506255,0.6986015248193241,0.0
10,0.13192696204818455,0.85198528009946,0.0,0.43691426357769597,0.6065074419604175,1.0,0.6078643791381108,0.4690872240414498,0.0,0.36379383689273664,0.24083827587821374,1.0
11,0.5174188092144333,0.5477312397001555,1.0,0.5779364328048234,0.7551280823633189,1.0,0.711956023692242,0.23248285546934783,1.0,0.4451216061641166,0.2597660902014786,1.0
12,0.04628332416091151,0.9940221417360718,0.0,0.5489902525182426,0.46484975492764025,1.0,0.42137874434642697,0.8494648121975039,1.0,0.013770194518316679,0.4621291680953861,1.0
13,0.5740115040966505,0.28564795795537185,1.0,0.389721296581385,0.7957693920708835,0.0,0.453351662822636,0.3320829848436616,1.0,0.07203277787759906,0.18719652325777977,1.0
14,0.8427785037589582,0.9357740794629319,0.0,0.5557996113924878,0.3371723559087457,1.0,0.4705583584402407,0.18419434716879535,1.0,0.8360266517493821,0.8345097797989376,0.0
15,0.2209373025818557,0.9938011984522874,0.0,0.2175261893571737,0.6831944073483677,1.0,0.48058386361119115,0.16285823139169195,1.0,0.8997912288100374,0.9136081889004316,0.0
16,0.5730149907075378,0.024745605977418334,0.0,0.5374751938834746,0.3540666037617976,1.0,0.26491434916911766,0.09142475617523635,1.0,0.7366960577479948,0.6476327537566176,1.0
17,0.5822330403781018,0.495549342633288,1.0,0.6163919127932583,0.36766779943871025,1.0,0.01842364133528687,0.1961266891612696,1.0,0.9680785139659108,0.7767628657070869,0.0
18,0.658080491100561,0.8234031167927492,0.0,0.6614796405909263,0.09883479110292279,1.0,0.49798342137228824,0.5065760929233183,1.0,0.8618426214043483,0.9845419033938718,0.0
19,0.40375735928863715,0.4514718414227033,1.0,0.5191861757117994,0.54367622358918,1.0,0.06027017116384731,0.7732465953594216,1.0,0.4494365854183094,0.17103776145374788,0.0
20,0.3883323606585548,0.5857551826087771,0.0,0.34357768585152654,0.3055516407431501,1.0,0.09872344697470099,0.374711775423023,1.0,0.27048922592220315,0.7674822213319276,1.0
21,0.04089684042177058,0.5165274177253124,0.0,0.4494114137645343,0.4766537905725927,1.0,0.8357858644962969,0.2561793369853834,0.0,0.9277608162237948,0.4039136595363096,0.0
22,0.3178484935536448,0.38359789630117863,1.0,0.34244227246613196,0.3732665739112737,1.0,0.3270267920564582,0.20749599671693295,1.0,0.4834985304978582,0.9274543386631771,0.0
23,0.39801421813942484,0.43138710504780614,1.0,0.3693072740906216,0.36007860840212347,1.0,0.34447329936455795,0.2422485482225127,1.0,0.7262888766920289,0.21102989391754337,1.0
24,0.001035988302832213,0.7843449174543611,0.0,0.4493209614796077,0.6022484876772386,1.0,0.7769181540436139,0.8575408461831703,0.0,0.6257448390712296,0.7244908117023837,0.0
25,0.3549878625174371,0.3761227280702986,1.0,0.45827811891761666,0.15158559511770722,1.0,0.3268176721314963,0.19205508049846423,1.0,0.5430863942072418,0.941831080628658,0.0
26,0.976908785698378,0.7661746444522003,0.0,0.14872103451636198,0.02332500432849422,0.0,0.862807380413716,0.36088405132361284,0.0,0.6412283529173177,0.2179753650915106,1.0
27,0.5216930138594219,0.4435851505095166,0.0,0.2881848587437066,0.282020341896806,1.0,0.10826963585346155,0.6348804917944432,1.0,0.40517616277784413,0.9128801058332086,1.0
28,0.10498127409427058,0.9438552654378407,0.0,0.3579614612088467,0.5697567046598203,1.0,0.6329953842704529,0.8929541563852719,0.0,0.29563982000242495,0.37227061802124045,1.0
29,0.06954332038572682,0.7815112654714751,0.0,0.1829453300395662,0.6584258599928399,1.0,0.11904794875703441,0.1892622698799467,0.0,0.20970038239783456,0.6279019273301703,1.0
30,0.12358656198558587,0.5073286688976069,1.0,0.7067340743631279,0.3729659872595685,1.0,0.9370680657006063,0.3031713134663328,0.0,0.28457440337294937,0.024583417089013005,1.0
31,0.21689430615209532,0.8857728063727823,0.0,0.11603440563402041,0.633109323334978,1.0,0.7960483087478223,0.6988666156301621,0.0,0.03070471287640166,0.9315823609542137,0.0
32,0.49078715363940256,0.4123251836571723,1.0,0.2620195333187745,0.5444301959884701,1.0,0.5837677642863358,0.30879513821028043,0.0,0.10503783957493071,0.22147169603018768,1.0
33,0.5921768160374243,0.7842820780182483,0.0,0.019340486648976384,0.11102387884460786,0.0,0.1551915404930243,0.053021797979711474,1.0,0.1895781525952869,0.332596525435745,1.0
34,0.6503380959127626,0.5114250639884772,1.0,0.4677951929175464,0.36962813476280976,1.0,0.27520243759183577,0.5849978829342377,0.0,0.521294069335826,0.6526000184783958,0.0
35,0.7879950892530412,0.34305978492908273,0.0,0.6382311910795463,0.3496630908749887,1.0,0.011139605613687566,0.1644758506556677,1.0,0.8900539948767567,0.2851284756315936,0.0
36,0.351383321555111,0.007939518437893036,0.0,0.3307474066362095,0.4194895045423922,1.0,0.3372441848162568,0.2009636992453346,1.0,0.011077834713275203,0.2228306136482346,1.0
37,0.42415355498510915,0.8915877280068577,0.0,0.4106111204484728,0.37727198360310565,1.0,0.6952216917801531,0.5735936003751203,0.0,0.29677101437747705,0.5443943646843155,1.0
38,0.2515297060711053,0.21064830120081066,1.0,0.0995170179506173,0.258888731184157,1.0,0.10627977925692793,0.24036458021680457,1.0,0.3055530491444353,0.21859835472005026,1.0
39,0.0815032395121586,0.5045719452688919,1.0,0.4820393785471321,0.22423152881629319,0.0,0.33212212888697834,0.07980624277189233,1.0,0.2097969831959631,0.3897616402784846,1.0
40,0.9717775428094101,0.41832398474706645,0.0,0.362553766344972,0.3255444784040707,1.0,0.6879336320555194,0.9403929758261176,0.0,0.44274982603831164,0.6392531424139578,1.0
41,0.2757677428070204,0.2976711037562295,1.0,0.5721772956690939,0.21846209070094708,1.0,0.8498585611947552,0.6007722410515738,0.0,0.6050601127795799,0.3251213651890477,1.0
42,0.41872607343845075,0.8905245112884611,0.0,0.29646437753715893,0.6216710532687071,1.0,0.5537898860739447,0.9650141620261699,0.0,0.24508707921122502,0.7567802838369139,1.0
43,0.2722024524406914,0.30832342935374285,1.0,0.3419390360965311,0.4261959991435228,1.0,0.8164163544515087,0.42122047111800914,1.0,0.524251847135428,0.5843184367666261,0.0
44,0.44355248147544324,0.0919388443262055,0.0,0.5054960370172041,0.5288957069294432,1.0,0.06421508793330097,0.5353094994997021,1.0,0.9805648597726955,0.8288164001748761,0.0
45,0.21368768571662541,0.4175950387443493,0.0,0.5802769263332826,0.6392341056612939,1.0,0.46889056971897264,0.6208691039615027,0.0,0.8509882932090412,0.7617368180119644,0.0
46,0.4789427180455316,0.7014421505944922,0.0,0.26111629478682213,0.6693643338402262,1.0,0.9458700768474533,0.004350120702127506,1.0,0.06381695968705853,0.723336407605496,1.0
47,0.05570953310289101,0.5891497832425998,0.0,0.27037217769888994,0.21200570047534,1.0,0.48365978774956336,0.21935752093771627,1.0,0.6159094005915665,0.047200072013764444,1.0
48,0.7467666066250891,0.7956092824247495,0.0,0.3594685109553782,0.6895841720300283,1.0,0.9613473152533322,0.9453780707149904,0.0,0.02892638352289383,0.13250803985246726,1.0
49,0.9956972657794699,0.6507799043184307,0.0,0.16127749331241087,0.4958345885758191,1.0,0.4346212111826938,0.021754807616699668,1.0,0.044448973946242094,0.013987902749917729,1.0
50,0.15266143887768804,0.4126694227068182,1.0,0.7855156304207075,0.31836566801882654,1.0,0.7231850425794252,0.7677622275339274,0.0,0.03929755553706313,0.5915240511781958,1.0
51,0.014271227598689222,0.7812685922975433,0.0,0.2823425294717954,0.846935145130913,1.0,0.2746897754818901,0.6669030419412386,0.0,0.12309388953169521,0.2629344030893968,1.0
52,0.37340216533328746,0.45339239908036266,0.0,0.40575761279099837,0.47509878698317437,1.0,0.05744497345475348,0.4187116960692909,1.0,0.5581744140250974,0.6431502309078854,1.0
53,0.027813016255522054,0.5519520108343082,0.0,0.16849186997991328,0.5442516888850663,1.0,0.5797317707602182,0.8270795012526885,0.0,0.19667137860147893,0.9709570461642234,0.0
54,0.05875679156168972,0.20262343646179568,0.0,0.5234897179107778,0.2602223950746155,1.0,0.48078134343022455,0.7034583493395065,0.0,0.1867979122568314,0.3179106700680005,1.0
55,0.7654777975482273,0.29716048248124854,1.0,0.44886111675800733,0.46988078439151365,0.0,0.6561558676481177,0.6854328902212796,0.0,0.37043567385047016,0.09632727733353874,1.0
56,0.007189857293640553,0.7646390995601705,0.0,0.03457844304455003,0.02923410781498826,0.0,0.8045771772607331,0.9315668522329268,0.0,0.06564727667039287,0.5131419192162802,1.0
57,0.20106862680910179,0.5111671514677131,0.0,0.41093739606048324,0.384496255618706,1.0,0.052223904540883055,0.6428320956919656,1.0,0.3768968444496807,0.020563362373841713,1.0
58,0.5353259439738295,0.6391131838186338,1.0,0.3409663927840446,0.2805988492865622,1.0,0.3241090083833444,0.35734076758578087,0.0,0.29262003819144833,0.6860141308094395,1.0
59,0.9449401972489816,0.8184997567223974,0.0,0.5879884174779941,0.27560535688110954,1.0,0.8710440846386011,0.9828887248174624,0.0,0.13988669808596135,0.1374183999057551,1.0
60,0.6198918148127852,0.2407295323789866,1.0,0.3867090837577762,0.14428443427781143,1.0,0.8296425467030558,0.9030572013267195,0.0,0.1829375448552738,0.4774492627869885,1.0
61,0.3180421221708923,0.6273723691103776,1.0,0.3113822514805182,0.2659975674544556,0.0,0.21876053594236944,0.4588858234461257,1.0,0.4784042157266548,0.05792819808368678,1.0
62,0.33180633695839645,0.17587867890889541,0.0,0.6423565524696111,0.2538847921274303,1.0,0.8076011418518324,0.9817237487035276,0.0,0.31631084166054313,0.06924155203091983,0.0
63,0.7968698447527273,0.36913034348276086,1.0,0.4560299626085424,0.262253467355267,1.0,0.1309169084636488,0.18167936897033482,1.0,0.04414440332120292,0.48519287005512485,1.0
64,0.5735286418568256,0.8602680301572889,0.0,0.49301953099143836,0.4120432190792745,1.0,0.8482398463084434,0.22809940054577724,0.0,0.5066730410752693,0.29153659980012514,1.0
65,0.11799523620077253,0.2763352153071611,1.0,0.31851784202027017,0.8360857356709227,1.0,0.07380935297174349,0.17256207097115692,1.0,0.43391312231183843,0.06937295842090692,1.0
66,0.17263483518300357,0.38402228035178954,1.0,0.45772689066238775,0.2323489289536735,1.0,0.7513489195030467,0.9034225081366825,0.0,0.015073655753797805,0.6484509121773157,1.0
67,0.15534258402339354,0.326965424883722,1.0,0.5005142910408933,0.20707876168394965,1.0,0.2844266805301031,0.6503806143909737,0.0,0.032915946378766256,0.16856684920532303,1.0
68,0.5092051240956985,0.3659055937182545,1.0,0.8092437301992229,0.8784038187299513,0.0,0.12825895119220138,0.09839053771830882,1.0,0.6578100280982241,0.5824168443706085,1.0
69,0.8415761356201539,0.016567088007970823,0.0,0.9257241199431009,0.990125284345394,0.0,0.6397796499663543,0.8505757762923855,0.0,0.6520167345592415,0.07306064110494523,1.0
70,0.39922686867413015,0.22406134265238806,0.0,0.48185414350895367,0.5085413699746565,1.0,0.9584151759763704,0.557064811540055,0.0,0.9125892022497424,0.7249066396600249,0.0
71,0.5224581881962382,0.2427844305406357,1.0,0.2041699192725949,0.5799780926817381,1.0,0.9509486735710391,0.7508061610750646,1.0,0.6124311302979452,0.6761679373725453,0.0
72,0.22348838678686375,0.5562094952265839,1.0,0.9022662457561422,0.47612477430782746,1.0,0.35933308399323327,0.5294636607059481,1.0,0.7742327829193227,0.8276551624553314,0.0
73,0.16960933352736782,0.5328095356417568,1.0,0.5142732943492083,0.09118499432782269,1.0,0.35919690856913533,0.30219398048298823,0.0,0.9409243344482221,0.760048546630519,0.0
74,0.2131132291523004,0.498800347022895,0.0,0.2483115743206256,0.2976967335799065,1.0,0.7115687133179635,0.08202819600387216,1.0,0.8816044232999971,0.6002656587485604,0.0
75,0.16625110854114447,0.45639052388684215,1.0,0.4317863487092599,0.35023266682060367,1.0,0.4050218779716092,0.5172822667628629,0.0,0.31995126115920586,0.5156182532494977,1.0
